source_id,ra,dec,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,radial_velocity,radial_velocity_error,rv_nb_transits,rv_chisq_pvalue,rv_renormalised_gof,phot_g_mean_mag,bp_rp,ruwe,distance_pc
5614799514735223936,116.38230383173598,-24.065504760392873,0.9987753431799029,0.011914839,-3.485017573490077,0.008889983,5.264275597271615,0.010985903,,,,,,12.626571,0.42807865,0.95190585,1001.2261584433974
5614815384627136768,116.12667169483852,-23.951246691032946,1.0047397698716982,0.016611092,-3.391686144422116,0.01239468,5.1128486841882435,0.016636703,,,,,,12.852557,0.41703987,1.1884567,995.2825895681392
5614816621582177792,116.10875908441186,-23.897856114162373,0.9979693653107456,0.08284869,-3.537450998419379,0.056304954,5.351879747731347,0.0847708,,,,,,17.652199,1.7189331,1.0306752,1002.0347665568091
5614819920113264896,116.40512601262247,-23.854046836340856,1.0005837676100118,0.14121102,-3.5430641954010254,0.10126979,4.894094538800043,0.15215395,,,,,,18.570595,1.992178,0.9895104,999.4165729757877
5614715676980695680,116.13991686418582,-24.176856036114188,0.9998944414528756,0.10877504,-3.4461775067654576,0.07381105,4.941928593091792,0.10089862,,,,,,17.92163,1.7126122,0.9568119,1000.1055696909076
5615568829275538816,116.10619142712873,-23.863625672603124,1.0027208337645588,0.018619312,-3.382351562125159,0.011937609,5.286039634437433,0.017450096,19.72474,6.5014334,23,,,14.34225,0.7169399,0.99595404,997.2865490843111
5615576487192237568,116.13067128397114,-23.743071925374007,0.9968058014616543,0.17604177,-1.5468132677968294,0.11963954,1.2415022931052604,0.17465019,,,,,,18.24437,1.5195503,1.639025,1003.204434137183
5614721621208609408,115.99868988043808,-24.032046779029418,1.0002345235295678,0.47660783,-2.5641190181456768,0.3281492,4.464437111809618,0.48212218,,,,,,20.12819,2.1999416,1.0588654,999.7655314588221
5614811781162010112,116.17977288619959,-24.03993893954677,1.0023638215982404,0.014584784,-3.6165404450547927,0.010270393,5.313574616221921,0.014259132,,,,,,12.653536,0.47068977,1.1680555,997.6417528772423
5614816522805902080,116.10667072244595,-23.916754773433812,0.9941613755546965,0.016122336,-3.6532188021049636,0.01131026,4.251802893756161,0.016875198,26.223093,5.220202,27,,,14.163148,0.69765186,0.9948923,1005.8729141856329
5615573124242613632,116.02138510122053,-23.794234526451056,0.9971939334345153,0.020786963,-3.470463814542306,0.014114969,5.007057225569417,0.019853992,15.449018,2.7542663,35,0.05311789,1.1507711,11.520284,0.141325,1.1355743,1002.813962732224
5615574051955489536,116.04172007999273,-23.71961184717607,1.0024061362367922,0.014510359,-3.7573177870807655,0.009594197,4.930285755982983,0.01327768,16.964525,3.3119106,27,,,13.78301,0.6174593,1.0513256,997.5996393579301
5615606384462615936,116.25747350702866,-23.532746151756985,0.9993834921230778,0.53688884,-3.4012975032988457,0.3059777,2.940414559203166,0.5454536,,,,,,20.298595,2.3122253,1.0700617,1000.6168881933527
5614814426861674112,116.2812741593463,-23.900992380397838,0.99491178778997,0.017077211,-3.5233358777309576,0.0111326305,5.252271539892687,0.019100357,30.436337,12.127709,33,0.13773832,0.6350404,12.139521,0.31203365,1.2716898,1005.1142345205625
5614816282287721344,116.13110544899088,-23.93380400783502,0.9958213687880625,0.024216559,-3.6979749750601734,0.017488817,4.6523399688264115,0.02378795,,,,,,15.1819,1.0370092,0.97791195,1004.1961654398148
5614824558677266944,116.24687752899315,-23.801903828283965,0.9956656554973848,0.017601117,-3.68747886945834,0.012222362,5.163726457159212,0.016965166,12.145197,15.243902,33,0.012350815,1.6417298,12.101975,0.32279205,1.1986872,1004.3532128266993
5615568829275535616,116.10984948619034,-23.859509002316923,1.0017872020070004,0.012426818,-3.5362070370336105,0.008555369,4.905527733843212,0.012568647,17.149113,3.7821636,23,,,13.365052,0.5506191,1.0426488,998.2159863857115
5615569275952118272,116.15533168071151,-23.83901556265726,1.003193151803078,0.012839018,-3.51667698652027,0.009013007,5.043271655295513,0.01139375,,,,,,12.608021,0.3896637,0.8974668,996.8170119609181
5615571608109212032,115.98852894924852,-23.812680384606015,0.9984101918758876,0.1525314,-3.5575354570204634,0.101185724,5.67515283063704,0.15494534,,,,,,18.608671,2.1737175,1.0682257,1001.5923396386062
5615582775032182272,116.22065779571122,-23.566980844531592,1.0029402113211956,0.15172511,-2.0522098782307596,0.10464082,-1.4961144180689674,0.15225828,,,,,,18.730062,2.049446,1.0084945,997.0684081782678
